recipe_name,clean_recipe_name,meal_type,cuisine_type,dish_type,ingredients,main_ingredients,calories,protein,carbs,fat,servings,url,everyday_fit_score
Herb Smashed Potatoes,Herb Smashed Potatoes,"[""lunch/dinner""]","[""american""]","[""starter""]","[{'food': 'potatoes', 'text': '5 lbs potatoes, peeled, cut into 1-1/2-inch chunks, 10 cups', 'weight': 2267.96185, 'measure': 'pound', 'quantity': 5}, {'food': 'low sodium chicken broth', 'text': '1 -2 cup low sodium chicken broth', 'weight': 360, 'measure': 'cup', 'quantity': 1.5}, {'food': 'onion', 'text': '1 small onion, finely chopped, 3/4 cup', 'weight': 70, 'measure': '<unit>', 'quantity': 1}, {'food': 'spreadable cheese', 'text': '1 (4 1/2 ounce) containerherb-and-black-pepper flavored spreadable cheese, crumbled', 'weight': 127.5728540625, 'measure': 'ounce', 'quantity': 4.5}, {'food': 'cream cheese', 'text': '1 (3 ounce) package cream cheese, cut into pieces', 'weight': 85.048569375, 'measure': 'ounce', 'quantity': 3}, {'food': 'chives', 'text': '2 -3 tablespoons chopped fresh chives', 'weight': 7.5, 'measure': 'tablespoon', 'quantity': 2.5}, {'food': 'parsley', 'text': '2 -3 tablespoons chopped fresh parsley', 'weight': 9.5, 'measure': 'tablespoon', 'quantity': 2.5}, {'food': 'salt', 'text': '1 teaspoon salt', 'weight': 6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'pepper', 'text': '1⁄4 teaspoon pepper', 'weight': 0.725, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'butter', 'text': 'butter (optional)', 'weight': 39.90659251875, 'measure': None, 'quantity': 0}]","['potatoes', 'low sodium chicken broth', 'onion', 'spreadable cheese', 'cream cheese', 'chives', 'butter']",2924.58,95.08,415.7,105.59,8.0,http://www.food.com/recipe/herb-smashed-potatoes-442263,110
Soft Garlic Parmesan Breadsticks,Soft Garlic Parmesan Breadsticks,"[""snack""]","[""italian""]","[""bread""]","[{'food': 'bread flour', 'text': '2.5 cups bread flour', 'weight': 342.5, 'measure': 'cup', 'quantity': 2.5}, {'food': 'yeast', 'text': '3 teaspoons instant yeast', 'weight': 12, 'measure': 'teaspoon', 'quantity': 3}, {'food': 'white sugar', 'text': '1 tablespoon white sugar', 'weight': 12.5, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'salt', 'text': '0.5 teaspoon salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'Italian seasoning', 'text': '0.75 teaspoon Italian seasoning', 'weight': 0.75, 'measure': 'teaspoon', 'quantity': 0.75}, {'food': 'garlic', 'text': '1 tablespoon minced garlic', 'weight': 8.499999999856291, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'Parmesan cheese', 'text': '0.25 cup grated Parmesan cheese', 'weight': 37.1765625, 'measure': 'cup', 'quantity': 0.25}, {'food': 'butter', 'text': '1 tablespoon butter, softened', 'weight': 14.2, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'water', 'text': '0.25 cup hot water', 'weight': 59.147059125, 'measure': 'cup', 'quantity': 0.25}, {'food': 'milk', 'text': '0.5 cup milk', 'weight': 122, 'measure': 'cup', 'quantity': 0.5}, {'food': 'egg', 'text': '1 egg', 'weight': 43, 'measure': '<unit>', 'quantity': 1}, {'food': 'butter', 'text': '0.25 cup butter, melted', 'weight': 56.75, 'measure': 'cup', 'quantity': 0.25}, {'food': 'Parmesan cheese', 'text': '0.5 cup grated Parmesan cheese', 'weight': 74.353125, 'measure': 'cup', 'quantity': 0.5}]","['bread flour', 'yeast', 'white sugar', 'garlic', 'parmesan cheese', 'butter', 'milk', 'egg']",2420.35,96.35,278.85,100.17,10.0,https://www.allrecipes.com/recipe/20176/soft-garlic-parmesan-breadsticks,110
Corn and Sausage Chowder,Corn And Sausage Chowder,"[""lunch/dinner""]","[""american""]","[""soup""]","[{'food': 'pork sausage', 'text': '1 lb bulk pork sausage', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'onion', 'text': '1 cup chopped onion', 'weight': 160, 'measure': 'cup', 'quantity': 1}, {'food': 'garlic', 'text': '1 garlic clove, minced', 'weight': 3, 'measure': 'clove', 'quantity': 1}, {'food': 'potatoes', 'text': '4 cups potatoes, cut in 1/2 inch dice', 'weight': 600, 'measure': 'cup', 'quantity': 4}, {'food': 'salt', 'text': '1 teaspoon salt, to taste (original recipe had 2 tsp)', 'weight': 6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'dried marjoram', 'text': '1⁄2 teaspoon dried marjoram', 'weight': 0.3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'black pepper', 'text': '1⁄2 teaspoon fresh ground black pepper', 'weight': 1.45, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'water', 'text': '2 cups water', 'weight': 473.176473, 'measure': 'cup', 'quantity': 2}, {'food': 'corn kernels', 'text': '2 cups corn kernels (3 ears of fresh corn)', 'weight': 282, 'measure': 'cup', 'quantity': 2}, {'food': 'cream-style corn', 'text': '1 (16 ounce) can cream-style corn', 'weight': 453.59237, 'measure': 'ounce', 'quantity': 16}, {'food': 'evaporated milk', 'text': '12 ounces evaporated milk', 'weight': 340.1942775, 'measure': 'ounce', 'quantity': 12}, {'food': 'parsley', 'text': 'chopped fresh parsley, for garnish', 'weight': 27.733054905, 'measure': None, 'quantity': 0}]","['pork sausage', 'onion', 'garlic', 'potatoes', 'marjoram', 'corn kernels', 'cream style corn', 'evaporated milk']",2961.43,126.38,319.45,145.12,6.0,http://www.food.com/recipe/corn-and-sausage-chowder-335552,110
Simple Crockpot Taco Soup,Simple Crockpot Taco Soup,"[""lunch/dinner""]","[""mexican""]","[""soup"",""main course""]","[{'food': 'Chicken Breasts', 'text': '4-6 Chicken Breasts (boneless, skinless)', 'weight': 1360, 'measure': '<unit>', 'quantity': 5}, {'food': 'Tomato Sauce', 'text': '1 can Tomato Sauce', 'weight': 459.3750000000001, 'measure': 'can', 'quantity': 1}, {'food': 'Black Beans', 'text': '1 can Black Beans (rinsed and drained)', 'weight': 440, 'measure': 'can', 'quantity': 1}, {'food': 'Chili Beans', 'text': '1 can Chili Beans', 'weight': 277, 'measure': 'can', 'quantity': 1}, {'food': 'Seasoning', 'text': '1 envelope Taco Seasoning', 'weight': 4.4, 'measure': 'envelope', 'quantity': 1}, {'food': 'Cayenne', 'text': '1/4 tsp Cayenne Powder (optional)', 'weight': 0.45, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'Onion', 'text': '1 small Onion (chopped)', 'weight': 70, 'measure': '<unit>', 'quantity': 1}, {'food': 'Beer', 'text': '1/2 bottle Beer (light beer preferably. Can be subsituted with water or broth)', 'weight': 376.60367785, 'measure': 'bottle', 'quantity': 0.5}]","['chicken breasts', 'tomato sauce', 'black beans', 'chili beans', 'onion', 'beer']",2663.31,360.39,176.44,41.26,10.0,http://www.almosttherealthing.com/recipe/simple-crockpot-taco-soup/,110
"Macaroni with Goat Cheese, Spinach, and Tomatoes","Macaroni With Goat Cheese, Spinach, And Tomatoes","[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'elbow macaroni', 'text': '8 oz. hollow pasta, preferably elbow macaroni', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}, {'food': 'unsalted butter', 'text': '3 tbsp. unsalted butter', 'weight': 42.59999999999999, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'flour', 'text': '1⁄4 cup flour', 'weight': 31.25, 'measure': 'cup', 'quantity': 0.25}, {'food': 'milk', 'text': '3 cups milk', 'weight': 732, 'measure': 'cup', 'quantity': 3}, {'food': 'goat cheese', 'text': '1 3⁄4 cups goat cheese', 'weight': 315, 'measure': 'cup', 'quantity': 1.75}, {'food': 'spinach', 'text': '2 cups baby spinach', 'weight': 19.99999999999998, 'measure': 'cup', 'quantity': 2}, {'food': 'Kosher salt', 'text': 'Kosher salt and freshly ground black pepper, to taste', 'weight': 9.69387711, 'measure': None, 'quantity': 0}, {'food': 'black pepper', 'text': 'Kosher salt and freshly ground black pepper, to taste', 'weight': 4.846938555, 'measure': None, 'quantity': 0}, {'food': 'plum tomatoes', 'text': '4 plum tomatoes, thinly sliced', 'weight': 248, 'measure': '<unit>', 'quantity': 4}]","['elbow macaroni', 'unsalted butter', 'flour', 'milk', 'goat cheese', 'spinach', 'plum tomatoes']",2600.13,117.66,241.9,129.27,4.0,https://www.saveur.com/article/recipes/macaroni-with-goat-cheese-spinach-and-tomatoes/,110
Pasta Alla Tito's Recipe,Pasta Alla Tito'S Recipe,"[""lunch/dinner""]","[""italian""]","[""main course""]","[{'food': 'pasta', 'text': '1 pound pasta', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'olive oil', 'text': '2 tablespoons olive oil', 'weight': 27, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'butter', 'text': '2 tablespoons butter', 'weight': 28.4, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'onion', 'text': '1 whole medium onion, chopped finely', 'weight': 125, 'measure': '<unit>', 'quantity': 1}, {'food': 'garlic', 'text': '2 cloves (to 3 cloves) garlic, chopped', 'weight': 6, 'measure': 'clove', 'quantity': 2}, {'food': 'vodka', 'text': '¾ cups (to 1 cup) vodka', 'weight': 166.8, 'measure': 'cup', 'quantity': 0.75}, {'food': 'tomato puree', 'text': '1 can (about 14 oz.) tomato puree', 'weight': 396.89332375, 'measure': 'ounce', 'quantity': 14}, {'food': 'heavy cream', 'text': '1 cup heavy cream', 'weight': 238, 'measure': 'cup', 'quantity': 1}, {'food': 'red pepper flakes', 'text': '1 pinch red pepper flakes', 'weight': 0.04817708339442312, 'measure': 'pinch', 'quantity': 1}, {'food': 'salt', 'text': '¼ teaspoons (to 1/2 teaspoon) salt', 'weight': 1.5, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'black pepper', 'text': 'Freshly ground black pepper, to taste', 'weight': 4.775820362500183, 'measure': None, 'quantity': 0}, {'food': 'parmesan cheese', 'text': '1 cup grated parmesan cheese', 'weight': 148.70625, 'measure': 'cup', 'quantity': 1}]","['pasta', 'butter', 'onion', 'garlic', 'vodka', 'tomato puree', 'heavy cream', 'parmesan cheese']",4100.66,127.97,396.08,181.4,4.0,http://www.grouprecipes.com/125023/pasta-alla-titos.html,110
DIY Baked Taquitos,Diy Baked Taquitos,"[""lunch/dinner""]","[""mexican""]","[""main course""]","[{'food': 'cooked black beans', 'text': '1/2 cup cooked black beans', 'weight': 86, 'measure': 'cup', 'quantity': 0.5}, {'food': 'corn kernels', 'text': '1/2 cup corn kernels', 'weight': 70.5, 'measure': 'cup', 'quantity': 0.5}, {'food': 'cooked chicken', 'text': '1/2 cup shredded cooked chicken', 'weight': 70, 'measure': 'cup', 'quantity': 0.5}, {'food': 'mexican blend cheese', 'text': '1 cup shredded mexican blend cheese', 'weight': 112, 'measure': 'cup', 'quantity': 1}, {'food': 'cumin', 'text': '1 teaspoon ground cumin', 'weight': 2.1, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'garlic powder', 'text': '1/4 teaspoon garlic powder', 'weight': 0.775, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'kosher salt', 'text': '1/2 teaspoon kosher salt', 'weight': 2.427083333456438, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'flour tortillas', 'text': '12 flour tortillas', 'weight': 588, 'measure': '<unit>', 'quantity': 12}]","['black beans', 'corn kernels', 'chicken', 'mexican blend cheese', 'flour tortillas']",2496.97,101.59,330.16,87.1,10.0,https://weelicious.com/diy-baked-taquitos-recipe,110
Golden Burger Spirals Recipe 4,Golden Burger Spirals Recipe 4,"[""lunch/dinner""]","[""american""]","[""sandwiches""]","[{'food': 'ground beef', 'text': '1 pound ground beef', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'onion', 'text': '1 medium onion, chopped', 'weight': 110, 'measure': '<unit>', 'quantity': 1}, {'food': 'green pepper', 'text': '1 medium green pepper, chopped', 'weight': 119, 'measure': '<unit>', 'quantity': 1}, {'food': 'mushroom soup', 'text': '1 can (10-3/4 ounces) condensed golden mushroom soup, undiluted', 'weight': 304.75737359375, 'measure': 'ounce', 'quantity': 10.75}, {'food': 'tomato sauce', 'text': '1 can (8 ounces) tomato sauce', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}, {'food': 'cheddar cheese', 'text': '1-1/2 cups (6 ounces) shredded cheddar cheese, divided', 'weight': 170.09713875, 'measure': 'ounce', 'quantity': 6}, {'food': 'salt', 'text': '1/2 teaspoon salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'pasta', 'text': '1 package (8 ounces) spiral pasta, cooked and drained', 'weight': 453, 'measure': 'package', 'quantity': 1}]","['beef', 'onion', 'green pepper', 'mushroom soup', 'tomato sauce', 'cheddar cheese', 'pasta']",3802.0,183.86,385.77,166.47,4.0,http://www.tasteofhome.com/Recipes/Golden-Burger-Spirals,110
Baked Mashed Idaho Potatoes,Baked Mashed Idaho Potatoes,"[""lunch/dinner""]","[""american""]","[""starter""]","[{'food': 'cooking spray', 'text': 'cooking spray', 'weight': 24.39628444444444, 'measure': None, 'quantity': 0}, {'food': 'potatoes', 'text': '8 cups idaho potatoes, cooked and mashed (leftovers can be used)', 'weight': 1200, 'measure': 'cup', 'quantity': 8}, {'food': 'egg', 'text': '1 egg, lightly beaten', 'weight': 43, 'measure': '<unit>', 'quantity': 1}, {'food': 'sour cream', 'text': '1 cup sour cream', 'weight': 230, 'measure': 'cup', 'quantity': 1}, {'food': 'cottage cheese', 'text': '1 cup small curd cottage cheese', 'weight': 225, 'measure': 'cup', 'quantity': 1}, {'food': 'green onions', 'text': '5 green onions, finely chopped', 'weight': 69.44444444444446, 'measure': '<unit>', 'quantity': 5}, {'food': 'Ritz crackers', 'text': '8 Ritz crackers, crushed', 'weight': 26.4, 'measure': '<unit>', 'quantity': 8}]","['potatoes', 'egg', 'sour cream', 'cottage cheese', 'green onions', 'ritz crackers']",2006.72,63.85,255.47,84.92,10.0,http://www.food.com/recipe/baked-mashed-idaho-potatoes-440298,110
Vegetarian Enchiladas with Grilled Tasty Cheese,Vegetarian Enchiladas With Grilled Tasty Cheese,"[""lunch/dinner""]","[""south american""]","[""main course""]","[{'food': 'Diced Tomatoes', 'text': '1 400 Gram Pack Diced Tomatoes with Mixed Herbs', 'weight': 400, 'measure': 'gram', 'quantity': 400}, {'food': 'Carrot', 'text': '1 Carrot', 'weight': 61, 'measure': '<unit>', 'quantity': 1}, {'food': 'Potatoes', 'text': '1 Potatoes (Large)', 'weight': 213, 'measure': '<unit>', 'quantity': 1}, {'food': 'Garlic', 'text': '2 Garlic Clove', 'weight': 6, 'measure': 'clove', 'quantity': 2}, {'food': 'Red Kidney Beans', 'text': '1 400 Gram Pack Red Kidney Beans', 'weight': 400, 'measure': 'gram', 'quantity': 400}, {'food': 'Spinach', 'text': '1 75 Gram Pack Baby Spinach', 'weight': 75, 'measure': 'gram', 'quantity': 75}, {'food': 'Cheese', 'text': '1 Cups Tasty Cheese (grated)', 'weight': 132, 'measure': 'cup', 'quantity': 1}, {'food': 'Flour Tortillas', 'text': '1 6-Pack Flour Tortillas', 'weight': 49, 'measure': '<unit>', 'quantity': 1}]","['tomatoes', 'carrot', 'potatoes', 'garlic', 'red kidney beans', 'spinach', 'cheese', 'flour tortillas']",2304.7,134.77,335.51,53.57,8.0,https://youplateit.com.au/recipes/vegetarian-enchiladas-with-grilled-tasty-cheese-4/,110
Banana Blueberry Bread,Banana Blueberry Bread,"[""breakfast""]","[""american""]","[""bread""]","[{'food': 'baking powder', 'text': '2 ts baking powder', 'weight': 9.2, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'bananas', 'text': '1 c bananas', 'weight': 225, 'measure': 'cup', 'quantity': 1}, {'food': 'blueberries', 'text': '1 c blueberries', 'weight': 148, 'measure': 'cup', 'quantity': 1}, {'food': 'baking soda', 'text': '1/4 ts baking soda', 'weight': 1.15, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'salt', 'text': '1/2 ts salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'eggs', 'text': '2 eggs', 'weight': 86, 'measure': '<unit>', 'quantity': 2}, {'food': 'butter', 'text': '1/3 c butter', 'weight': 75.66666666666666, 'measure': 'cup', 'quantity': 0.3333333333333333}, {'food': 'sugar', 'text': '2/3 c sugar', 'weight': 133.3333333333333, 'measure': 'cup', 'quantity': 0.6666666666666666}, {'food': 'flour', 'text': '1 3/4 c flour', 'weight': 218.75, 'measure': 'cup', 'quantity': 1.75}]","['baking powder', 'bananas', 'blueberries', 'baking soda', 'eggs', 'butter', 'sugar', 'flour']",2267.06,37.57,375.88,72.92,1.0,http://www.bigoven.com/recipe/Banana-Blueberry-Bread/30178,110
Spinach and Chicken Salad,Spinach And Chicken Salad,"[""lunch/dinner""]","[""american""]","[""salad""]","[{'food': 'spinach', 'text': '1 (10 ounce) bag fresh spinach, rinsed and dried', 'weight': 283.49523125, 'measure': 'ounce', 'quantity': 10}, {'food': 'skinless, boneless chicken breast halves', 'text': '4 cooked skinless, boneless chicken breast halves, sliced', 'weight': 1088, 'measure': '<unit>', 'quantity': 4}, {'food': 'zucchini', 'text': '1 zucchini, halved lengthwise and sliced', 'weight': 196, 'measure': '<unit>', 'quantity': 1}, {'food': 'red bell pepper', 'text': '1 red bell pepper, chopped', 'weight': 119, 'measure': '<unit>', 'quantity': 1}, {'food': 'black olives', 'text': '0.5 cup black olives', 'weight': 67.2, 'measure': 'cup', 'quantity': 0.5}, {'food': 'fontina cheese', 'text': '3 ounces fontina cheese, shredded', 'weight': 85.048569375, 'measure': 'ounce', 'quantity': 3}, {'food': 'salad dressing', 'text': '0.5 cup fat-free roasted garlic salad dressing', 'weight': 125, 'measure': 'cup', 'quantity': 0.5}]","['spinach', 'chicken breast halves', 'zucchini', 'red bell pepper', 'black olives', 'fontina cheese', 'salad dressing']",2405.1,278.79,32.06,127.0,4.0,https://www.allrecipes.com/recipe/34588/spinach-and-chicken-salad,110
Emerald Rice Bake (Broccoli),Emerald Rice Bake (Broccoli),"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'onion', 'text': '1⁄2 cup chopped onion', 'weight': 80, 'measure': 'cup', 'quantity': 0.5}, {'food': 'butter', 'text': '1 tablespoon butter', 'weight': 14.2, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'cooked rice', 'text': '2 cups cooked rice', 'weight': 316, 'measure': 'cup', 'quantity': 2}, {'food': 'cream of mushroom soup', 'text': '1 (10 3/4 ounce) can cream of mushroom soup (I like it with cream of celery or cream of chicken, too)', 'weight': 304.75737359375, 'measure': 'ounce', 'quantity': 10.75}, {'food': 'broccoli', 'text': '10 ounces frozen chopped broccoli, thawed', 'weight': 283.49523125, 'measure': 'ounce', 'quantity': 10}, {'food': 'cheddar cheese', 'text': '1⁄2 cup cheddar cheese, shredded (I use more)', 'weight': 56.5, 'measure': 'cup', 'quantity': 0.5}]","['onion', 'butter', 'rice', 'cream of mushroom soup', 'broccoli', 'cheddar cheese']",1109.46,34.55,138.04,48.5,6.0,http://www.food.com/recipe/emerald-rice-bake-broccoli-361987,110
Slow-Cooker Shepherd’s Pie,Slow Cooker Shepherd’S Pie,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'ground beef', 'text': '1 lb lean (at least 80%) ground beef', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'condensed tomato soup', 'text': '1 can (10.75 oz) condensed tomato soup', 'weight': 304.75737359375, 'measure': 'ounce', 'quantity': 10.75}, {'food': 'garlic powder', 'text': '1 teaspoon garlic powder', 'weight': 3.1, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'salt', 'text': '1/2 teaspoon salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'pepper', 'text': '1/4 teaspoon pepper', 'weight': 0.725, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'frozen vegetables', 'text': '1 bag (11 oz) frozen vegetables', 'weight': 311.844754375, 'measure': 'ounce', 'quantity': 11}, {'food': 'water', 'text': '4 cups water', 'weight': 946.352946, 'measure': 'cup', 'quantity': 4}, {'food': 'unsalted butter', 'text': '6 tablespoons unsalted butter or margarine', 'weight': 85.19999999999999, 'measure': 'tablespoon', 'quantity': 6}, {'food': 'milk', 'text': '1 1/2 cups milk', 'weight': 366, 'measure': 'cup', 'quantity': 1.5}, {'food': 'mashed potatoes', 'text': '2 pouches (4.7 oz each) Betty Crocker™ Homestyle creamy butter mashed potatoes', 'weight': 266.4855065605151, 'measure': 'ounce', 'quantity': 9.399999618530273}, {'food': 'fresh herbs', 'text': 'Chopped fresh herbs, if desired', 'weight': 27.41057950529265, 'measure': None, 'quantity': 0}]","['beef', 'condensed tomato soup', 'vegetables', 'unsalted butter', 'milk', 'mashed potatoes', 'herbs']",2686.3,110.91,149.4,182.45,4.0,https://www.bettycrocker.com/recipes/slow-cooker-shepherds-pie/f6b55c07-6ac8-4656-a1fe-ee2f9c07d50b,110
